mercado_name,mes,agente_name,vtpui_miles_millones_cop,recaudo_propio_miles_millones_cop,giros_recibidos_miles_millones_cop,pct_apalancamiento_cior,param_rcpui,param_competitivo,param_cfpui
,2025-06-01,ENEL COLOMBIA SA ESP,4.7772221370626605e-05,4.7772221370626605e-05,0,23594.829093146564,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.295847746474493e-05,4.295847746474493e-05,0,23565.25850900911,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.528687852033183e-05,4.528687852033183e-05,0,23547.464760225666,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.676831382128023e-05,4.676831382128023e-05,0,23379.437657415598,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.932385046905252e-05,4.932385046905252e-05,0,23302.788299700478,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.267541259923028e-05,4.267541259923028e-05,0,23183.20505846478,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.0138509846849215e-05,5.0138509846849215e-05,0,23041.65108287572,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.616666666518936e-05,4.616666666518936e-05,0,22956.37819054682,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.823041220168203e-05,4.823041220168203e-05,0,22955.97491301034,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.748214272886629e-05,4.748214272886629e-05,0,22853.619861962325,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.4006096756194154e-05,4.4006096756194154e-05,0,22838.905423024924,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.619309169574576e-05,4.619309169574576e-05,0,22774.790641893367,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.3956379801123505e-05,4.3956379801123505e-05,0,22706.075306017894,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.029341051165795e-05,5.029341051165795e-05,0,22592.489952553566,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.915441663512755e-05,4.915441663512755e-05,0,22590.457993964894,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.825143688303129e-05,4.825143688303129e-05,0,22471.80461968484,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.912577920286759e-05,4.912577920286759e-05,0,22447.039902456578,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.6072420137381816e-05,4.6072420137381816e-05,0,22132.64121355957,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.6585810181305096e-05,4.6585810181305096e-05,0,22104.69864566327,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.827152337060349e-05,4.827152337060349e-05,0,22021.91991688626,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.753297064102235e-05,4.753297064102235e-05,0,21990.82682771783,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8245573540525724e-05,4.8245573540525724e-05,0,21404.631897326002,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.530934098105723e-05,4.530934098105723e-05,0,21075.473804547455,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.623953069110256e-05,4.623953069110256e-05,0,20983.178978939362,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.944887087127892e-05,4.944887087127892e-05,0,20398.331957768118,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.822215708823015e-05,4.822215708823015e-05,0,20323.612454205413,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.270350176403443e-05,4.270350176403443e-05,0,20102.476566853038,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.7513908344403354e-05,4.7513908344403354e-05,0,19811.383480944012,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.9870610055638413e-05,4.9870610055638413e-05,0,19809.67818867829,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.936126560077422e-05,4.936126560077422e-05,0,19789.64466447861,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.682481476382856e-05,4.682481476382856e-05,0,19764.736789651615,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.8881479415007525e-05,4.8881479415007525e-05,0,19738.096362712735,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.299391068926857e-05,4.299391068926857e-05,0,19716.63191046462,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.5820744201901254e-05,4.5820744201901254e-05,0,19705.839442041965,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.828273706022152e-05,4.828273706022152e-05,0,19601.706697748705,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.4038328548348305e-05,4.4038328548348305e-05,0,19553.630623936166,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.017834311071797e-05,5.017834311071797e-05,0,19463.283709232324,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.781640556830296e-05,4.781640556830296e-05,0,19353.478668472035,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.622912380783431e-05,4.622912380783431e-05,0,19326.370869138907,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.3691564791148914e-05,4.3691564791148914e-05,0,19029.90806588023,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.681417839138205e-05,4.681417839138205e-05,0,19003.698398908244,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8275482224345376e-05,4.8275482224345376e-05,0,18886.782140276468,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.919808905934993e-05,4.919808905934993e-05,0,18800.332820927662,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.0338574713144545e-05,5.0338574713144545e-05,0,18767.927785576518,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.692645390935557e-05,4.692645390935557e-05,0,18671.138191262493,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.9171672664476936e-05,4.9171672664476936e-05,0,18541.53948698824,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.662714948423018e-05,4.662714948423018e-05,0,18466.13212989559,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.6116874491099844e-05,4.6116874491099844e-05,0,18223.390560556953,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.622132175157221e-05,4.622132175157221e-05,0,18033.90881428841,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.4008248357564253e-05,4.4008248357564253e-05,0,17891.311604077353,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.832268705383798e-05,4.832268705383798e-05,0,17839.120399396033,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.6280462714263604e-05,4.6280462714263604e-05,0,17682.97219143068,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.758616367137227e-05,4.758616367137227e-05,0,17631.97015724467,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.82593870086728e-05,4.82593870086728e-05,0,17555.45865457955,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.5849460624337915e-05,4.5849460624337915e-05,0,17529.926371433812,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.831653256542561e-05,4.831653256542561e-05,0,17226.180114454983,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9494688878893664e-05,4.9494688878893664e-05,0,17142.433725647228,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.3031064461590025e-05,4.3031064461590025e-05,0,16833.864322365105,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5363466879298276e-05,4.5363466879298276e-05,0,16820.558501615604,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.7558272216520776e-05,4.7558272216520776e-05,0,16705.593797571102,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.614187701384557e-05,4.614187701384557e-05,0,16576.645209254653,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.992025117593446e-05,4.992025117593446e-05,0,16533.132175110986,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8311687014759974e-05,4.8311687014759974e-05,0,16532.638520223936,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.834511100674223e-05,4.834511100674223e-05,0,16468.211261922166,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.786064326145766e-05,4.786064326145766e-05,0,16401.596935014535,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.037795337534256e-05,5.037795337534256e-05,0,16354.077647001639,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.373144075612693e-05,4.373144075612693e-05,0,16201.2801584211,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.941671124585768e-05,4.941671124585768e-05,0,16175.769622590567,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.403674813409209e-05,4.403674813409209e-05,0,16024.291348083485,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.275810113234533e-05,4.275810113234533e-05,0,15975.868539728299,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.6862383604384714e-05,4.6862383604384714e-05,0,15879.907099748734,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.666892930961828e-05,4.666892930961828e-05,0,15832.273426011301,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.89437913082252e-05,4.89437913082252e-05,0,15754.09073648191,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.4093209936287294e-05,4.4093209936287294e-05,0,15706.645619021294,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.92204164712309e-05,4.92204164712309e-05,0,15649.598443418523,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.0242172034031265e-05,5.0242172034031265e-05,0,15584.927165269311,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.6976981308389825e-05,4.6976981308389825e-05,0,15531.89922303623,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.6889304404721195e-05,4.6889304404721195e-05,0,15518.943413779678,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.628754813789905e-05,4.628754813789905e-05,0,15516.829158085664,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.7623356878837884e-05,4.7623356878837884e-05,0,15485.75909426753,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.9257238902919406e-05,4.9257238902919406e-05,0,15319.263287779706,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.6266574335918275e-05,4.6266574335918275e-05,0,15314.921248225004,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5401538764984274e-05,4.5401538764984274e-05,0,14728.932147547725,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.638086879827721e-05,4.638086879827721e-05,0,12760.081976346597,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.8377053730634424e-05,4.8377053730634424e-05,0,12272.443137566048,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.961061153025134e-05,4.961061153025134e-05,0,12211.110789807646,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.596327815958684e-05,4.596327815958684e-05,0,12193.471751265131,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.640230967984324e-05,4.640230967984324e-05,0,12044.069253394244,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.952722447751945e-05,4.952722447751945e-05,0,11859.210078404834,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.285270634329039e-05,4.285270634329039e-05,0,11784.312014500583,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.767791430871567e-05,4.767791430871567e-05,0,11741.536985702074,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.0499261008283866e-05,5.0499261008283866e-05,0,11713.226092257284,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.31430255268945e-05,4.31430255268945e-05,0,11685.343348980501,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,5.0045042599066804e-05,5.0045042599066804e-05,0,11677.6096895384,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.034969355855225e-05,5.034969355855225e-05,0,11668.267128596553,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6385850357394435e-05,4.6385850357394435e-05,0,11652.252721828747,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.845066593725219e-05,4.845066593725219e-05,0,11631.461969390668,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.963071218485123e-05,4.963071218485123e-05,0,11630.950413265198,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.41916847468512e-05,4.41916847468512e-05,0,11608.62641235299,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.697094126266517e-05,4.697094126266517e-05,0,11589.669149046955,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.8403068757188715e-05,4.8403068757188715e-05,0,11506.852075121045,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.936371762428844e-05,4.936371762428844e-05,0,11489.595334606107,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.933470342848912e-05,4.933470342848912e-05,0,11459.05974671717,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.798684582280837e-05,4.798684582280837e-05,0,11428.676166359166,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.636890672662847e-05,4.636890672662847e-05,0,11420.972896546544,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.699726419507638e-05,4.699726419507638e-05,0,11414.204468177371,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.5991324253582955e-05,4.5991324253582955e-05,0,11342.628341645088,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.954863459615272e-05,4.954863459615272e-05,0,11276.245585349956,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8447344512893804e-05,4.8447344512893804e-05,0,11269.395939132077,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.627356188607635e-05,4.627356188607635e-05,0,11231.270071346305,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,5.006310399305204e-05,5.006310399305204e-05,0,11201.482623473812,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.8482832359611284e-05,4.8482832359611284e-05,0,11187.789365153296,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.709559183131497e-05,4.709559183131497e-05,0,11136.498146304868,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.6792788250618486e-05,4.6792788250618486e-05,0,11127.224631658592,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.8470155894970064e-05,4.8470155894970064e-05,0,11107.292764460031,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.907314404987125e-05,4.907314404987125e-05,0,11102.208221739731,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.770156913790237e-05,4.770156913790237e-05,0,11089.995585779134,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.550231681737913e-05,4.550231681737913e-05,0,11081.395133688184,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.4159246353985275e-05,4.4159246353985275e-05,0,11062.42144665384,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.8002267293422265e-05,4.8002267293422265e-05,0,11020.376107271935,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.774926464457583e-05,4.774926464457583e-05,0,10966.785372444196,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.385994598167343e-05,4.385994598167343e-05,0,10954.104578107488,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.386166642811967e-05,4.386166642811967e-05,0,10906.81184034298,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.908103480214924e-05,4.908103480214924e-05,0,10905.76622020303,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.7016324663965564e-05,4.7016324663965564e-05,0,10904.968181446218,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.037972547086967e-05,5.037972547086967e-05,0,10902.94792428895,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.316933961941067e-05,4.316933961941067e-05,0,10901.707047357057,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.2883843826874785e-05,4.2883843826874785e-05,0,10847.586352248407,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.421867103197573e-05,4.421867103197573e-05,0,10833.991634769365,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6417845083136444e-05,4.6417845083136444e-05,0,10778.530193586803,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.7005136091850024e-05,4.7005136091850024e-05,0,10680.730921579689,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8471609256776035e-05,4.8471609256776035e-05,0,10662.251465779755,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.054213379283674e-05,5.054213379283674e-05,0,10645.56391808796,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.93699295653696e-05,4.93699295653696e-05,0,10585.400088395743,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.6402746083082976e-05,4.6402746083082976e-05,0,10535.190986044125,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.940316490063517e-05,4.940316490063517e-05,0,10515.693149431429,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.682043682945504e-05,4.682043682945504e-05,0,10434.982503409521,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.851426179621791e-05,4.851426179621791e-05,0,10424.952628422001,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.712459312298217e-05,4.712459312298217e-05,0,10415.788679385361,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.630560409624097e-05,4.630560409624097e-05,0,10414.139401047702,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.7780596113575636e-05,4.7780596113575636e-05,0,10224.329902097177,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.419736249774019e-05,4.419736249774019e-05,0,10090.240231615842,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5557774907012e-05,4.5557774907012e-05,0,9752.358241154954,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.7146107587747134e-05,4.7146107587747134e-05,0,4087.428447698875,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,5.045275039778681e-05,5.045275039778681e-05,0,3952.061454451421,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.921851621658658e-05,4.921851621658658e-05,0,3893.4893123515694,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.677025096796887e-05,4.677025096796887e-05,0,3860.7059365588816,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.781170044862233e-05,4.781170044862233e-05,0,3810.6449877918694,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,5.042175883158165e-05,5.042175883158165e-05,0,3752.9040847332467,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,5.0944407751217575e-05,5.0944407751217575e-05,0,3746.945700736972,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.722063404582384e-05,4.722063404582384e-05,0,3740.6958656571396,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.9338765620082436e-05,4.9338765620082436e-05,0,3738.2514971023893,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.498654471688797e-05,4.498654471688797e-05,0,3737.498071881839,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.858459730693599e-05,4.858459730693599e-05,0,3735.230590613797,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.854375971149879e-05,4.854375971149879e-05,0,3726.9289007709035,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.781969172531428e-05,4.781969172531428e-05,0,3723.843002826809,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.720104785434365e-05,4.720104785434365e-05,0,3723.138996972787,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.793196212698057e-05,4.793196212698057e-05,0,3717.7563856185566,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.933402770475704e-05,4.933402770475704e-05,0,3705.582451950489,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.393141804436718e-05,4.393141804436718e-05,0,3705.345088964448,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.885660226333026e-05,4.885660226333026e-05,0,3699.1271905120357,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.142624215912855e-05,5.142624215912855e-05,0,3696.8025688275825,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.3644767251983224e-05,4.3644767251983224e-05,0,3686.494646270693,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.127883808807908e-05,5.127883808807908e-05,0,3678.873521716791,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.495867475270503e-05,4.495867475270503e-05,0,3662.122848289689,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,5.0276089557467797e-05,5.0276089557467797e-05,0,3656.703799260516,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.9367756869005305e-05,4.9367756869005305e-05,0,3655.800750868999,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.496321749267994e-05,4.496321749267994e-05,0,3648.2545719804903,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.712245253004976e-05,4.712245253004976e-05,0,3648.0243095676265,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.76509693627566e-05,4.76509693627566e-05,0,3637.4459305822334,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.9972221239038735e-05,4.9972221239038735e-05,0,3637.2358792926143,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.366052332079165e-05,4.366052332079165e-05,0,3636.7816136775887,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.465838588327946e-05,4.465838588327946e-05,0,3636.4308463541206,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,5.025310486443829e-05,5.025310486443829e-05,0,3635.715546903689,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.935268373420513e-05,4.935268373420513e-05,0,3606.65947883601,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.367431965463412e-05,4.367431965463412e-05,0,3594.340024781127,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.730565295485032e-05,4.730565295485032e-05,0,3580.1084963727085,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.635907260248467e-05,4.635907260248467e-05,0,3568.511671409086,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.86556036814173e-05,4.86556036814173e-05,0,3536.976400919401,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.3987024955102774e-05,4.3987024955102774e-05,0,3535.0720589619955,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.1347325801158684e-05,5.1347325801158684e-05,0,3502.120080432236,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.9356601615212705e-05,4.9356601615212705e-05,0,3501.2144491525087,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,5.0523726991347565e-05,5.0523726991347565e-05,0,3481.6247281477317,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.731490745952045e-05,4.731490745952045e-05,0,3474.2959134030884,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.4719011863392725e-05,4.4719011863392725e-05,0,3460.8814184091457,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.93751899486331e-05,4.93751899486331e-05,0,3454.364156590625,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.503894531923637e-05,4.503894531923637e-05,0,3431.6206495296988,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.509265027092679e-05,4.509265027092679e-05,0,3427.2890767393646,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.7204996340215386e-05,4.7204996340215386e-05,0,3423.2738114891654,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.402655865814627e-05,4.402655865814627e-05,0,3423.2332776864114,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.8040621266388636e-05,4.8040621266388636e-05,0,3421.626733623875,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.7313008590631644e-05,4.7313008590631644e-05,0,3413.5794456429367,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.692827422901417e-05,4.692827422901417e-05,0,3405.0403951962435,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,5.0654653133475526e-05,5.0654653133475526e-05,0,3400.6286595855286,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,5.037705694195145e-05,5.037705694195145e-05,0,3400.179552845514,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,5.1079842706208306e-05,5.1079842706208306e-05,0,3399.2978666269805,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.7960050321206256e-05,4.7960050321206256e-05,0,3398.2979887022325,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.474728469478001e-05,4.474728469478001e-05,0,3384.6818573761384,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.738011763922824e-05,4.738011763922824e-05,0,3384.0717453318825,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.867788816324912e-05,4.867788816324912e-05,0,3370.5301952146174,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.735615029212276e-05,4.735615029212276e-05,0,3369.3215019234126,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.643709818579811e-05,4.643709818579811e-05,0,3360.9918211364807,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.511909765656534e-05,4.511909765656534e-05,0,3357.8225192312566,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.948567275980467e-05,4.948567275980467e-05,0,3354.844173712356,0.03,f,0.025
